country,gender,age,year
PRT,muž,<35; 40),2023
THA,muž,<15; 20),2023
DOM,žena,<15; 20),2023
EST,žena,<25; 30),2023
GRC,žena,<20; 25),2023
IRN,žena,<0; 5),2023
ITA,žena,<70; 75),2023
LBN,žena,<25; 30),2023
LVA,žena,<35; 40),2023
MEX,žena,<25; 30),2023
MNE,žena,<5; 10),2023
MNE,žena,<10; 15),2023
MAR,žena,<25; 30),2023
NLD,žena,<5; 10),2023
PAK,žena,<25; 30),2023
MKD,žena,<25; 30),2023
PHL,muž,<45; 50),2023
KGZ,muž,<30; 35),2023
DZA,žena,<25; 30),2023
DZA,žena,<40; 45),2023
AZE,žena,<45; 50),2023
UGA,muž,<35; 40),2023
NPL,žena,<5; 10),2023
NPL,žena,<15; 20),2023
NPL,žena,<35; 40),2023
TUN,žena,<20; 25),2023
ERI,muž,<30; 35),2023
ETH,žena,<0; 5),2023
PNG,muž,<40; 45),2023
AZE,muž,<50; 55),2023
AUT,muž,<75; 80),2023
BIH,muž,<30; 35),2023
XKX,muž,<35; 40),2023
BGR,muž,<15; 20),2023
BGR,muž,<35; 40),2023
BGR,muž,<50; 55),2023
BLR,muž,<10; 15),2023
BLR,muž,<35; 40),2023
CAN,muž,<60; 65),2023
CHN,muž,<25; 30),2023
CUB,muž,<35; 40),2023
FRA,muž,<30; 35),2023
FRA,muž,<35; 40),2023
DEU,muž,<5; 10),2023
DEU,muž,<10; 15),2023
DEU,muž,<45; 50),2023
GRC,muž,<15; 20),2023
HUN,muž,<0; 5),2023
HUN,muž,<5; 10),2023
HUN,muž,<25; 30),2023
HUN,muž,<50; 55),2023
IND,muž,<20; 25),2023
IND,muž,<50; 55),2023
JPN,muž,<45; 50),2023
JPN,muž,<50; 55),2023
KAZ,muž,<15; 20),2023
KAZ,muž,<45; 50),2023
MEX,muž,<25; 30),2023
MEX,muž,<30; 35),2023
MNG,muž,<25; 30),2023
MNG,muž,<50; 55),2023
MNG,muž,<60; 65),2023
MDA,muž,<0; 5),2023
MDA,muž,<50; 55),2023
NPL,muž,<35; 40),2023
NPL,muž,<40; 45),2023
NPL,muž,<45; 50),2023
NGA,muž,<25; 30),2023
NGA,muž,<35; 40),2023
NGA,muž,<40; 45),2023
RUS,muž,<10; 15),2023
RUS,muž,<35; 40),2023
SRB,muž,<20; 25),2023
SVK,muž,<0; 5),2023
VNM,muž,<25; 30),2023
VNM,muž,<35; 40),2023
VNM,muž,<50; 55),2023
VNM,muž,<55; 60),2023
VNM,muž,<75; 80),2023
ESP,muž,<40; 45),2023
TUR,muž,<40; 45),2023
UKR,muž,<0; 5),2023
UKR,muž,<30; 35),2023
UKR,muž,<35; 40),2023
UKR,muž,<50; 55),2023
UKR,muž,<70; 75),2023
MKD,muž,<30; 35),2023
MKD,muž,<55; 60),2023
EGY,muž,<0; 5),2023
EGY,muž,<25; 30),2023
GBR,muž,<55; 60),2023
USA,muž,<0; 5),2023
USA,muž,<40; 45),2023
USA,muž,<65; 70),2023
BIH,žena,<35; 40),2023
BGR,žena,<10; 15),2023
BGR,žena,<40; 45),2023
BGR,žena,<50; 55),2023
BGR,žena,<55; 60),2023
BLR,žena,<10; 15),2023
CHN,žena,<10; 15),2023
CHN,žena,<20; 25),2023
COL,žena,<25; 30),2023
COL,žena,<45; 50),2023
FRA,žena,<45; 50),2023
HUN,žena,<15; 20),2023
HUN,žena,<30; 35),2023
HUN,žena,<35; 40),2023
IND,žena,<0; 5),2023
IDN,žena,<30; 35),2023
ISR,žena,<60; 65),2023
JPN,žena,<55; 60),2023
MDA,žena,<5; 10),2023
MDA,žena,<10; 15),2023
POL,žena,<35; 40),2023
ROU,žena,<15; 20),2023
ROU,žena,<25; 30),2023
ROU,žena,<30; 35),2023
ROU,žena,<40; 45),2023
RUS,žena,<10; 15),2023
RUS,žena,<70; 75),2023
SRB,žena,<45; 50),2023
SVK,žena,<25; 30),2023
SVK,žena,<35; 40),2023
SVK,žena,<80; 85),2023
VNM,žena,<30; 35),2023
VNM,žena,<55; 60),2023
ESP,žena,<45; 50),2023
ESP,žena,<65; 70),2023
SWE,žena,<40; 45),2023
THA,žena,<50; 55),2023
UKR,žena,<35; 40),2023
UKR,žena,<45; 50),2023
UKR,žena,<60; 65),2023
UKR,žena,<65; 70),2023
UKR,žena,<80; 85),2023
GBR,žena,<20; 25),2023
USA,žena,<20; 25),2023
USA,žena,<35; 40),2023
AUS,muž,<30; 35),2023
BGD,muž,<30; 35),2023
HRV,muž,<0; 5),2023
HRV,muž,<45; 50),2023
HRV,muž,<80; 85),2023
ECU,muž,<25; 30),2023
GEO,muž,<50; 55),2023
ISR,muž,<15; 20),2023
LBN,muž,<45; 50),2023
LTU,muž,<5; 10),2023
MYS,muž,<30; 35),2023
MNE,muž,<40; 45),2023
NLD,muž,<45; 50),2023
NLD,muž,<50; 55),2023
NLD,muž,<70; 75),2023
NLD,muž,<75; 80),2023
XXX,muž,<0; 5),2023
AUS,žena,<30; 35),2023
AUS,žena,<55; 60),2023
XKX,žena,<5; 10),2023
XKX,žena,<35; 40),2023
XKX,žena,<45; 50),2023
ITA,žena,<50; 55),2023
MEX,žena,<35; 40),2023
NLD,žena,<65; 70),2023
PAK,žena,<35; 40),2023
MKD,žena,<40; 45),2023
VEN,žena,<30; 35),2023
ARG,žena,<55; 60),2023
AZE,žena,<40; 45),2023
AZE,žena,<50; 55),2023
GTM,muž,<30; 35),2023
CRI,žena,<35; 40),2023
PNG,muž,<35; 40),2023
AZE,muž,<5; 10),2023
AUT,muž,<35; 40),2023
ARM,muž,<40; 45),2023
BEL,muž,<30; 35),2023
BIH,muž,<70; 75),2023
BRA,muž,<35; 40),2023
XKX,muž,<55; 60),2023
BGR,muž,<20; 25),2023
CAN,muž,<30; 35),2023
CHN,muž,<15; 20),2023
CHN,muž,<20; 25),2023
CUB,muž,<20; 25),2023
FRA,muž,<10; 15),2023
DEU,muž,<40; 45),2023
DEU,muž,<50; 55),2023
DEU,muž,<60; 65),2023
DEU,muž,<80; 85),2023
HUN,muž,<35; 40),2023
HUN,muž,<45; 50),2023
HUN,muž,<55; 60),2023
IRN,muž,<55; 60),2023
ITA,muž,<5; 10),2023
ITA,muž,<30; 35),2023
ITA,muž,<35; 40),2023
ITA,muž,<40; 45),2023
JPN,muž,<35; 40),2023
KAZ,muž,<20; 25),2023
KAZ,muž,<25; 30),2023
MEX,muž,<35; 40),2023
NPL,muž,<15; 20),2023
NPL,muž,<25; 30),2023
NGA,muž,<45; 50),2023
PAK,muž,<20; 25),2023
PAK,muž,<40; 45),2023
PAK,muž,<45; 50),2023
POL,muž,<55; 60),2023
ROU,muž,<40; 45),2023
ROU,muž,<60; 65),2023
ROU,muž,<65; 70),2023
RUS,muž,<50; 55),2023
RUS,muž,<85; N),2023
SRB,muž,<60; 65),2023
SVK,muž,<60; 65),2023
SVK,muž,<70; 75),2023
SVK,muž,<75; 80),2023
SVK,muž,<85; N),2023
VNM,muž,<40; 45),2023
VNM,muž,<70; 75),2023
ESP,muž,<10; 15),2023
ESP,muž,<25; 30),2023
UKR,muž,<80; 85),2023
UKR,muž,<85; N),2023
MKD,muž,<25; 30),2023
EGY,muž,<10; 15),2023
EGY,muž,<35; 40),2023
EGY,muž,<40; 45),2023
EGY,muž,<45; 50),2023
GBR,muž,<20; 25),2023
GBR,muž,<45; 50),2023
USA,muž,<30; 35),2023
UZB,muž,<55; 60),2023
BIH,žena,<25; 30),2023
BGR,žena,<20; 25),2023
BLR,žena,<40; 45),2023
CAN,žena,<25; 30),2023
CHN,žena,<5; 10),2023
CHN,žena,<40; 45),2023
HRV,žena,<5; 10),2023
HRV,žena,<45; 50),2023
FIN,žena,<10; 15),2023
FIN,žena,<40; 45),2023
FRA,žena,<10; 15),2023
DEU,žena,<5; 10),2023
DEU,žena,<60; 65),2023
JPN,žena,<20; 25),2023
KAZ,žena,<55; 60),2023
MYS,žena,<35; 40),2023
MDA,žena,<20; 25),2023
MDA,žena,<65; 70),2023
PHL,žena,<35; 40),2023
PHL,žena,<40; 45),2023
SRB,žena,<5; 10),2023
SRB,žena,<40; 45),2023
SRB,žena,<55; 60),2023
ZAF,žena,<30; 35),2023
ESP,žena,<15; 20),2023
ESP,žena,<25; 30),2023
THA,žena,<15; 20),2023
TUR,žena,<30; 35),2023
TUR,žena,<40; 45),2023
UKR,žena,<30; 35),2023
UKR,žena,<40; 45),2023
UKR,žena,<50; 55),2023
UKR,žena,<85; N),2023
USA,žena,<40; 45),2023
USA,žena,<50; 55),2023
UZB,žena,<20; 25),2023
ALB,muž,<45; 50),2023
AUS,muž,<75; 80),2023
CMR,muž,<30; 35),2023
COL,muž,<30; 35),2023
HRV,muž,<85; N),2023
FIN,muž,<40; 45),2023
IRL,muž,<45; 50),2023
IRL,muž,<55; 60),2023
LVA,muž,<35; 40),2023
PRT,muž,<55; 60),2023
CHE,muž,<70; 75),2023
URY,muž,<45; 50),2023
ZMB,muž,<30; 35),2023
ARM,žena,<35; 40),2023
IRN,žena,<35; 40),2023
IRN,žena,<45; 50),2023
ITA,žena,<35; 40),2023
MEX,žena,<15; 20),2023
MEX,žena,<30; 35),2023
MNE,žena,<35; 40),2023
NGA,žena,<20; 25),2023
NGA,žena,<30; 35),2023
PRT,žena,<30; 35),2023
PHL,muž,<40; 45),2023
KGZ,muž,<40; 45),2023
TZA,muž,<40; 45),2023
AZE,žena,<0; 5),2023
PAN,muž,<45; 50),2023
NPL,žena,<25; 30),2023
EGY,žena,<15; 20),2023
PNG,muž,<30; 35),2023
DZA,muž,<30; 35),2023
DZA,muž,<35; 40),2023
DZA,muž,<50; 55),2023
ARG,muž,<25; 30),2023
AUT,muž,<70; 75),2023
BIH,muž,<35; 40),2023
BIH,muž,<45; 50),2023
BIH,muž,<55; 60),2023
XKX,muž,<10; 15),2023
BGR,muž,<0; 5),2023
BGR,muž,<45; 50),2023
BGR,muž,<55; 60),2023
BLR,muž,<25; 30),2023
CHL,muž,<35; 40),2023
CHN,muž,<50; 55),2023
DNK,muž,<55; 60),2023
FRA,muž,<5; 10),2023
FRA,muž,<25; 30),2023
FRA,muž,<45; 50),2023
DEU,muž,<15; 20),2023
GHA,muž,<45; 50),2023
GRC,muž,<85; N),2023
HUN,muž,<10; 15),2023
HUN,muž,<60; 65),2023
IND,muž,<5; 10),2023
IND,muž,<30; 35),2023
IND,muž,<45; 50),2023
ITA,muž,<50; 55),2023
ITA,muž,<65; 70),2023
MEX,muž,<20; 25),2023
MDA,muž,<5; 10),2023
MDA,muž,<45; 50),2023
NZL,muž,<5; 10),2023
NZL,muž,<45; 50),2023
POL,muž,<5; 10),2023
POL,muž,<40; 45),2023
POL,muž,<70; 75),2023
ROU,muž,<45; 50),2023
SRB,muž,<5; 10),2023
SRB,muž,<40; 45),2023
SRB,muž,<65; 70),2023
SVK,muž,<25; 30),2023
VNM,muž,<10; 15),2023
ESP,muž,<50; 55),2023
ESP,muž,<85; N),2023
UKR,muž,<45; 50),2023
UKR,muž,<65; 70),2023
MKD,muž,<35; 40),2023
EGY,muž,<15; 20),2023
EGY,muž,<30; 35),2023
EGY,muž,<65; 70),2023
GBR,muž,<15; 20),2023
GBR,muž,<25; 30),2023
USA,muž,<5; 10),2023
USA,muž,<70; 75),2023
UZB,muž,<45; 50),2023
AUT,žena,<10; 15),2023
AUT,žena,<60; 65),2023
BIH,žena,<40; 45),2023
BLR,žena,<25; 30),2023
BLR,žena,<30; 35),2023
BLR,žena,<80; 85),2023
CAN,žena,<15; 20),2023
CAN,žena,<30; 35),2023
CHN,žena,<60; 65),2023
CHN,žena,<65; 70),2023
COL,žena,<30; 35),2023
FIN,žena,<35; 40),2023
FIN,žena,<60; 65),2023
DEU,žena,<0; 5),2023
DEU,žena,<85; N),2023
HUN,žena,<20; 25),2023
HUN,žena,<65; 70),2023
IND,žena,<45; 50),2023
IRL,žena,<55; 60),2023
ISR,žena,<25; 30),2023
JPN,žena,<15; 20),2023
MNG,žena,<15; 20),2023
MNG,žena,<55; 60),2023
MDA,žena,<50; 55),2023
MDA,žena,<70; 75),2023
NZL,žena,<50; 55),2023
PHL,žena,<5; 10),2023
ROU,žena,<5; 10),2023
RUS,žena,<50; 55),2023
RUS,žena,<55; 60),2023
RUS,žena,<65; 70),2023
RUS,žena,<75; 80),2023
RUS,žena,<80; 85),2023
RUS,žena,<85; N),2023
SVK,žena,<0; 5),2023
SVK,žena,<55; 60),2023
SVK,žena,<65; 70),2023
VNM,žena,<40; 45),2023
ZAF,žena,<35; 40),2023
THA,žena,<20; 25),2023
TUR,žena,<20; 25),2023
TUR,žena,<35; 40),2023
TUR,žena,<45; 50),2023
GBR,žena,<15; 20),2023
GBR,žena,<40; 45),2023
GBR,žena,<55; 60),2023
USA,žena,<30; 35),2023
USA,žena,<75; 80),2023
AUS,muž,<65; 70),2023
HRV,muž,<30; 35),2023
ETH,muž,<30; 35),2023
GEO,muž,<60; 65),2023
IRL,muž,<30; 35),2023
IRL,muž,<60; 65),2023
MAR,muž,<25; 30),2023
NLD,muž,<35; 40),2023
NLD,muž,<55; 60),2023
NLD,muž,<65; 70),2023
NLD,muž,<80; 85),2023
PER,muž,<60; 65),2023
ZAF,muž,<40; 45),2023
CHE,muž,<30; 35),2023
THA,muž,<55; 60),2023
AUS,žena,<35; 40),2023
AUS,žena,<60; 65),2023
IRN,žena,<30; 35),2023
IRN,žena,<40; 45),2023
ITA,žena,<55; 60),2023
LVA,žena,<25; 30),2023
LTU,žena,<35; 40),2023
MEX,žena,<45; 50),2023
NGA,žena,<35; 40),2023
NGA,žena,<45; 50),2023
PER,žena,<70; 75),2023
PRT,žena,<40; 45),2023
SVN,žena,<30; 35),2023
CHE,žena,<85; N),2023
PHL,muž,<35; 40),2023
ARG,žena,<40; 45),2023
KGZ,muž,<25; 30),2023
KGZ,muž,<35; 40),2023
KGZ,muž,<50; 55),2023
IDN,muž,<25; 30),2023
AZE,žena,<35; 40),2023
GTM,žena,<0; 5),2023
GTM,muž,<5; 10),2023
AZE,muž,<35; 40),2023
AUT,muž,<30; 35),2023
BGR,muž,<10; 15),2023
BGR,muž,<65; 70),2023
BLR,muž,<55; 60),2023
CHN,muž,<40; 45),2023
CHN,muž,<70; 75),2023
DEU,muž,<20; 25),2023
DEU,muž,<70; 75),2023
DEU,muž,<75; 80),2023
GHA,muž,<35; 40),2023
IND,muž,<55; 60),2023
HUN,muž,<40; 45),2023
IRN,muž,<45; 50),2023
ITA,muž,<0; 5),2023
ITA,muž,<10; 15),2023
ITA,muž,<60; 65),2023
MDA,muž,<30; 35),2023
POL,muž,<15; 20),2023
ROU,muž,<50; 55),2023
RUS,muž,<20; 25),2023
SRB,muž,<35; 40),2023
SRB,muž,<75; 80),2023
VNM,muž,<30; 35),2023
VNM,muž,<65; 70),2023
POL,muž,<50; 55),2023
SVK,muž,<50; 55),2023
SWE,muž,<25; 30),2023
UKR,muž,<5; 10),2023
UKR,muž,<10; 15),2023
UKR,muž,<55; 60),2023
MKD,muž,<45; 50),2023
GBR,muž,<60; 65),2023
UZB,muž,<30; 35),2023
AUT,žena,<50; 55),2023
AUT,žena,<80; 85),2023
BGR,žena,<25; 30),2023
BGR,žena,<70; 75),2023
BLR,žena,<15; 20),2023
BLR,žena,<65; 70),2023
DEU,žena,<40; 45),2023
DEU,žena,<65; 70),2023
HUN,žena,<25; 30),2023
HUN,žena,<40; 45),2023
HUN,žena,<55; 60),2023
ISR,žena,<15; 20),2023
ISR,žena,<30; 35),2023
MNG,žena,<35; 40),2023
MNG,žena,<40; 45),2023
MNG,žena,<45; 50),2023
MDA,žena,<35; 40),2023
POL,žena,<55; 60),2023
POL,žena,<75; 80),2023
ROU,žena,<35; 40),2023
ROU,žena,<55; 60),2023
RUS,žena,<20; 25),2023
RUS,žena,<25; 30),2023
SRB,žena,<50; 55),2023
SRB,žena,<60; 65),2023
VNM,žena,<20; 25),2023
VNM,žena,<50; 55),2023
VNM,žena,<70; 75),2023
TUR,žena,<0; 5),2023
UKR,žena,<55; 60),2023
UKR,žena,<75; 80),2023
ALB,muž,<35; 40),2023
HRV,muž,<15; 20),2023
GEO,muž,<25; 30),2023
ISR,muž,<5; 10),2023
MAR,muž,<45; 50),2023
CHE,muž,<75; 80),2023
XKX,žena,<0; 5),2023
ITA,žena,<40; 45),2023
MNE,žena,<30; 35),2023
NLD,žena,<20; 25),2023
NLD,žena,<30; 35),2023
NLD,žena,<70; 75),2023
NLD,žena,<80; 85),2023
SYR,žena,<30; 35),2023
MKD,žena,<0; 5),2023
AZE,muž,<10; 15),2023
AZE,muž,<40; 45),2023
ARG,muž,<45; 50),2023
AUT,muž,<15; 20),2023
AUT,muž,<85; N),2023
BRA,muž,<45; 50),2023
XKX,muž,<40; 45),2023
XKX,muž,<80; 85),2023
BGR,muž,<30; 35),2023
CAN,muž,<25; 30),2023
CHN,muž,<60; 65),2023
DEU,muž,<25; 30),2023
ITA,muž,<45; 50),2023
ITA,muž,<85; N),2023
KAZ,muž,<30; 35),2023
KAZ,muž,<40; 45),2023
MDA,muž,<15; 20),2023
MDA,muž,<25; 30),2023
POL,muž,<35; 40),2023
RUS,muž,<15; 20),2023
RUS,muž,<55; 60),2023
RUS,muž,<60; 65),2023
SRB,muž,<50; 55),2023
SVK,muž,<20; 25),2023
TUR,muž,<30; 35),2023
UKR,muž,<15; 20),2023
UKR,muž,<25; 30),2023
UKR,muž,<40; 45),2023
UKR,muž,<75; 80),2023
GBR,muž,<40; 45),2023
UZB,muž,<20; 25),2023
AUT,žena,<40; 45),2023
AUT,žena,<45; 50),2023
BGR,žena,<5; 10),2023
BGR,žena,<30; 35),2023
BLR,žena,<75; 80),2023
CHN,žena,<35; 40),2023
DEU,žena,<70; 75),2023
DEU,žena,<75; 80),2023
HUN,žena,<60; 65),2023
IRL,žena,<40; 45),2023
ISR,žena,<45; 50),2023
KAZ,žena,<25; 30),2023
KAZ,žena,<30; 35),2023
MNG,žena,<0; 5),2023
MNG,žena,<25; 30),2023
MDA,žena,<25; 30),2023
MDA,žena,<40; 45),2023
MDA,žena,<45; 50),2023
MDA,žena,<60; 65),2023
PHL,žena,<45; 50),2023
POL,žena,<25; 30),2023
POL,žena,<65; 70),2023
ROU,žena,<10; 15),2023
RUS,žena,<15; 20),2023
RUS,žena,<45; 50),2023
SRB,žena,<15; 20),2023
SRB,žena,<35; 40),2023
SVK,žena,<20; 25),2023
SVK,žena,<50; 55),2023
SVK,žena,<85; N),2023
VNM,žena,<5; 10),2023
VNM,žena,<25; 30),2023
VNM,žena,<45; 50),2023
THA,žena,<35; 40),2023
UKR,žena,<0; 5),2023
UKR,žena,<15; 20),2023
UKR,žena,<70; 75),2023
GBR,žena,<30; 35),2023
AUS,muž,<45; 50),2023
HRV,muž,<25; 30),2023
HRV,muž,<55; 60),2023
GEO,muž,<20; 25),2023
GEO,muž,<30; 35),2023
ISR,muž,<35; 40),2023
ISR,muž,<40; 45),2023
NLD,muž,<40; 45),2023
NLD,muž,<60; 65),2023
PRT,muž,<50; 55),2023
ROU,muž,<15; 20),2023
XKX,žena,<30; 35),2023
XKX,žena,<40; 45),2023
PRT,žena,<55; 60),2023
MKD,žena,<45; 50),2023
GUY,muž,<75; 80),2023
DZA,muž,<40; 45),2023
AZE,muž,<15; 20),2023
AUT,muž,<45; 50),2023
AUT,muž,<55; 60),2023
AUT,muž,<80; 85),2023
BIH,muž,<40; 45),2023
XKX,muž,<15; 20),2023
XKX,muž,<30; 35),2023
BGR,muž,<5; 10),2023
BGR,muž,<60; 65),2023
BLR,muž,<30; 35),2023
BLR,muž,<45; 50),2023
BLR,muž,<50; 55),2023
BLR,muž,<65; 70),2023
CHN,muž,<45; 50),2023
DNK,muž,<45; 50),2023
DEU,muž,<55; 60),2023
GRC,muž,<40; 45),2023
HUN,muž,<15; 20),2023
IND,muž,<25; 30),2023
KAZ,muž,<35; 40),2023
KAZ,muž,<50; 55),2023
MNG,muž,<10; 15),2023
MNG,muž,<30; 35),2023
MNG,muž,<45; 50),2023
MDA,muž,<35; 40),2023
MDA,muž,<70; 75),2023
NOR,muž,<70; 75),2023
ROU,muž,<25; 30),2023
ROU,muž,<55; 60),2023
RUS,muž,<5; 10),2023
SRB,muž,<25; 30),2023
SRB,muž,<45; 50),2023
SVK,muž,<45; 50),2023
SVK,muž,<65; 70),2023
VNM,muž,<5; 10),2023
TUR,muž,<25; 30),2023
MKD,muž,<85; N),2023
GBR,muž,<30; 35),2023
USA,muž,<55; 60),2023
USA,muž,<80; 85),2023
UZB,muž,<25; 30),2023
AUT,žena,<35; 40),2023
BIH,žena,<30; 35),2023
BGR,žena,<15; 20),2023
BGR,žena,<35; 40),2023
BGR,žena,<45; 50),2023
BLR,žena,<55; 60),2023
BLR,žena,<70; 75),2023
CAN,žena,<20; 25),2023
CHN,žena,<0; 5),2023
TWN,žena,<15; 20),2023
HRV,žena,<20; 25),2023
FRA,žena,<35; 40),2023
DEU,žena,<20; 25),2023
DEU,žena,<45; 50),2023
DEU,žena,<55; 60),2023
HUN,žena,<0; 5),2023
HUN,žena,<10; 15),2023
HUN,žena,<45; 50),2023
MNG,žena,<50; 55),2023
PHL,žena,<30; 35),2023
POL,žena,<10; 15),2023
POL,žena,<50; 55),2023
POL,žena,<60; 65),2023
POL,žena,<70; 75),2023
POL,žena,<85; N),2023
ROU,žena,<20; 25),2023
ROU,žena,<60; 65),2023
ROU,žena,<65; 70),2023
RUS,žena,<30; 35),2023
SRB,žena,<30; 35),2023
SVK,žena,<5; 10),2023
SVK,žena,<15; 20),2023
SVK,žena,<30; 35),2023
VNM,žena,<35; 40),2023
THA,žena,<40; 45),2023
THA,žena,<45; 50),2023
UKR,žena,<10; 15),2023
UKR,žena,<25; 30),2023
ALB,muž,<30; 35),2023
ALB,muž,<50; 55),2023
AUS,muž,<50; 55),2023
HRV,muž,<35; 40),2023
HRV,muž,<60; 65),2023
HRV,muž,<75; 80),2023
ISR,muž,<50; 55),2023
MAR,muž,<40; 45),2023
CHE,muž,<65; 70),2023
AUS,žena,<50; 55),2023
XKX,žena,<75; 80),2023
GRC,žena,<0; 5),2023
ITA,žena,<10; 15),2023
ITA,žena,<45; 50),2023
PRT,žena,<35; 40),2023
CHE,žena,<75; 80),2023
AUT,muž,<40; 45),2023
AUT,muž,<60; 65),2023
AUT,muž,<65; 70),2023
ARM,muž,<30; 35),2023
BEL,muž,<55; 60),2023
BIH,muž,<20; 25),2023
BIH,muž,<60; 65),2023
XKX,muž,<0; 5),2023
XKX,muž,<20; 25),2023
XKX,muž,<45; 50),2023
XKX,muž,<50; 55),2023
BGR,muž,<25; 30),2023
BGR,muž,<40; 45),2023
BLR,muž,<15; 20),2023
BLR,muž,<40; 45),2023
CAN,muž,<55; 60),2023
CHN,muž,<35; 40),2023
CHN,muž,<65; 70),2023
TWN,muž,<55; 60),2023
CUB,muž,<65; 70),2023
ITA,muž,<75; 80),2023
ITA,muž,<80; 85),2023
ROU,muž,<5; 10),2023
ROU,muž,<20; 25),2023
SRB,muž,<30; 35),2023
SVK,muž,<10; 15),2023
SVK,muž,<15; 20),2023
SVK,muž,<35; 40),2023
VNM,muž,<20; 25),2023
VNM,muž,<45; 50),2023
VNM,muž,<60; 65),2023
SWE,muž,<50; 55),2023
TUN,muž,<35; 40),2023
MKD,muž,<40; 45),2023
MKD,muž,<50; 55),2023
EGY,muž,<20; 25),2023
USA,muž,<45; 50),2023
UZB,muž,<35; 40),2023
UZB,muž,<40; 45),2023
BLR,žena,<50; 55),2023
CHN,žena,<70; 75),2023
HRV,žena,<25; 30),2023
GHA,žena,<30; 35),2023
HUN,žena,<50; 55),2023
MNG,žena,<5; 10),2023
PHL,žena,<0; 5),2023
PHL,žena,<25; 30),2023
PHL,žena,<50; 55),2023
PHL,žena,<55; 60),2023
POL,žena,<45; 50),2023
ROU,žena,<0; 5),2023
ROU,žena,<45; 50),2023
RUS,žena,<40; 45),2023
SRB,žena,<25; 30),2023
SVK,žena,<10; 15),2023
SVK,žena,<45; 50),2023
SVK,žena,<60; 65),2023
VNM,žena,<0; 5),2023
VNM,žena,<15; 20),2023
VNM,žena,<60; 65),2023
VNM,žena,<65; 70),2023
ZAF,žena,<25; 30),2023
UKR,žena,<20; 25),2023
USA,žena,<10; 15),2023
AUS,muž,<35; 40),2023
ISR,muž,<10; 15),2023
NLD,muž,<85; N),2023
CHE,muž,<25; 30),2023
CHE,muž,<55; 60),2023
NLD,žena,<55; 60),2023
NLD,žena,<60; 65),2023
PHL,muž,<25; 30),2023
PHL,muž,<30; 35),2023
SEN,muž,<50; 55),2023
DZA,muž,<55; 60),2023
AZE,muž,<60; 65),2023
AUT,muž,<5; 10),2023
AUT,muž,<25; 30),2023
AUT,muž,<50; 55),2023
BRA,muž,<30; 35),2023
BGR,muž,<70; 75),2023
BLR,muž,<20; 25),2023
FRA,muž,<70; 75),2023
DEU,muž,<30; 35),2023
DEU,muž,<65; 70),2023
DEU,muž,<85; N),2023
HUN,muž,<20; 25),2023
HUN,muž,<30; 35),2023
ITA,muž,<55; 60),2023
MNG,muž,<15; 20),2023
MDA,muž,<10; 15),2023
MDA,muž,<20; 25),2023
MDA,muž,<40; 45),2023
MDA,muž,<55; 60),2023
NZL,muž,<40; 45),2023
POL,muž,<65; 70),2023
ROU,muž,<0; 5),2023
ROU,muž,<10; 15),2023
ROU,muž,<35; 40),2023
RUS,muž,<40; 45),2023
RUS,muž,<65; 70),2023
SRB,muž,<55; 60),2023
SVK,muž,<5; 10),2023
SVK,muž,<30; 35),2023
SVK,muž,<40; 45),2023
SVK,muž,<55; 60),2023
VNM,muž,<0; 5),2023
VNM,muž,<15; 20),2023
UKR,muž,<20; 25),2023
UKR,muž,<60; 65),2023
GBR,muž,<65; 70),2023
USA,muž,<15; 20),2023
AUT,žena,<55; 60),2023
AUT,žena,<65; 70),2023
AUT,žena,<70; 75),2023
BRA,žena,<40; 45),2023
BGR,žena,<60; 65),2023
BLR,žena,<35; 40),2023
BLR,žena,<45; 50),2023
DNK,žena,<45; 50),2023
DEU,žena,<15; 20),2023
DEU,žena,<35; 40),2023
IRL,žena,<45; 50),2023
MDA,žena,<0; 5),2023
MDA,žena,<30; 35),2023
POL,žena,<80; 85),2023
ROU,žena,<50; 55),2023
ROU,žena,<75; 80),2023
RUS,žena,<35; 40),2023
RUS,žena,<60; 65),2023
SRB,žena,<20; 25),2023
SVK,žena,<40; 45),2023
SVK,žena,<70; 75),2023
VNM,žena,<10; 15),2023
THA,žena,<30; 35),2023
THA,žena,<60; 65),2023
TUR,žena,<25; 30),2023
UKR,žena,<5; 10),2023
USA,žena,<15; 20),2023
XXX,žena,<55; 60),2023
COL,muž,<60; 65),2023
GEO,muž,<35; 40),2023
PRT,muž,<35; 40),2023
SYR,muž,<55; 60),2023
XKX,žena,<80; 85),2023
LVA,žena,<35; 40),2023
PHL,muž,<45; 50),2023
ROU,muž,<30; 35),2023
AUT,muž,<75; 80),2023
BIH,muž,<30; 35),2023
XKX,muž,<35; 40),2023
BGR,muž,<15; 20),2023
BGR,muž,<35; 40),2023
BGR,muž,<50; 55),2023
BLR,muž,<35; 40),2023
CAN,muž,<20; 25),2023
CAN,muž,<50; 55),2023
DEU,muž,<10; 15),2023
DEU,muž,<45; 50),2023
HUN,muž,<0; 5),2023
HUN,muž,<5; 10),2023
HUN,muž,<25; 30),2023
HUN,muž,<50; 55),2023
IND,muž,<50; 55),2023
KAZ,muž,<0; 5),2023
MNG,muž,<25; 30),2023
MNG,muž,<40; 45),2023
MNG,muž,<50; 55),2023
MNG,muž,<55; 60),2023
MDA,muž,<0; 5),2023
MDA,muž,<50; 55),2023
MDA,muž,<60; 65),2023
MDA,muž,<65; 70),2023
NGA,muž,<40; 45),2023
